sample_id,split,camera_light_pair,low_clip_fraction,high_clip_fraction,total_clip_fraction,per_channel_clip_fraction
train_019298,train,Point Grey Grasshopper2 14S5C / A,nan,nan,nan,
train_019299,train,Canon 50D / A,nan,nan,nan,
train_019300,train,Nikon D3 / FL2,nan,nan,nan,
train_019301,train,Nikon D200 / D65,nan,nan,nan,
train_019302,train,Canon 500D / A,nan,nan,nan,
train_019303,train,Phase One / FL2,nan,nan,nan,
train_019304,train,Nikon D90 / A,nan,nan,nan,
train_019305,train,Nikon D3 / D65,nan,nan,nan,
train_019306,train,Canon 50D / D65,nan,nan,nan,
train_019307,train,Canon 300D / D65,nan,nan,nan,
train_019308,train,Pentax K-5 / D65,nan,nan,nan,
train_019309,train,Canon 20D / FL2,nan,nan,nan,
train_019310,train,Nokia N900 / FL2,nan,nan,nan,
train_019311,train,Canon 300D / A,nan,nan,nan,
train_019312,train,Point Grey Grasshopper2 14S5C / D65,nan,nan,nan,
train_019313,train,Pentax Q / D65,nan,nan,nan,
train_019314,train,Nikon D5100 / D65,nan,nan,nan,
train_019315,train,Nikon D40 / FL2,nan,nan,nan,
train_019316,train,Pentax Q / A,nan,nan,nan,
train_019317,train,Nikon D50 / FL2,nan,nan,nan,
train_019318,train,Nikon D3X / A,nan,nan,nan,
train_019319,train,Nikon D5100 / FL2,nan,nan,nan,
train_019320,train,Canon 1DMarkIII / D65,nan,nan,nan,
train_019321,train,Hasselblad H2 / D65,nan,nan,nan,
train_019322,train,Nikon D50 / D65,nan,nan,nan,
train_019323,train,Nikon D40 / D65,nan,nan,nan,
train_019324,train,Canon 5DMarkII / A,nan,nan,nan,
train_019325,train,Point Grey Grasshopper2 14S5C / FL2,nan,nan,nan,
train_019326,train,Nikon D200 / A,nan,nan,nan,
train_019327,train,Phase One / A,nan,nan,nan,
train_019328,train,Nikon D300s / D65,nan,nan,nan,
train_019329,train,Canon 1DMarkIII / FL2,nan,nan,nan,
train_019330,train,Pentax K-5 / A,nan,nan,nan,
train_019331,train,Nikon D5100 / A,nan,nan,nan,
train_019332,train,Canon 5DMarkII / FL2,nan,nan,nan,
train_019333,train,Canon 50D / FL2,nan,nan,nan,
train_019334,train,Phase One / D65,nan,nan,nan,
train_019335,train,Nikon D3X / D65,nan,nan,nan,
train_019336,train,Nikon D50 / A,nan,nan,nan,
train_019337,train,Canon 500D / FL2,nan,nan,nan,
train_019338,train,Canon 500D / D65,nan,nan,nan,
train_019339,train,Nikon D80 / D65,nan,nan,nan,
train_019340,train,Canon 40D / FL2,nan,nan,nan,
train_019341,train,Canon 60D / D65,nan,nan,nan,
train_019342,train,Nikon D80 / FL2,nan,nan,nan,
train_019343,train,Canon 20D / D65,nan,nan,nan,
train_019344,train,Nikon D3X / FL2,nan,nan,nan,
train_019345,train,Hasselblad H2 / A,nan,nan,nan,
train_019346,train,Canon 60D / A,nan,nan,nan,
train_019347,train,Canon 300D / FL2,nan,nan,nan,
train_019348,train,Pentax Q / FL2,nan,nan,nan,
train_019349,train,Nikon D40 / A,nan,nan,nan,
train_019350,train,Canon 20D / A,nan,nan,nan,
train_019351,train,Canon 1DMarkIII / A,nan,nan,nan,
train_019352,train,Nikon D200 / FL2,nan,nan,nan,
train_019353,train,Canon 40D / A,nan,nan,nan,
train_019354,train,Nikon D3 / A,nan,nan,nan,
train_019355,train,Nokia N900 / D65,nan,nan,nan,
train_019356,train,Nikon D90 / FL2,nan,nan,nan,
train_019357,train,Nikon D80 / A,nan,nan,nan,
train_019358,train,SONY NEX-5N / A,nan,nan,nan,
train_019359,train,Nikon D300s / A,nan,nan,nan,
train_019360,train,Hasselblad H2 / FL2,nan,nan,nan,
train_019361,train,Pentax K-5 / FL2,nan,nan,nan,
train_019362,train,Nikon D90 / D65,nan,nan,nan,
train_019363,train,Nikon D300s / FL2,nan,nan,nan,
train_019364,train,Nokia N900 / A,nan,nan,nan,
train_019365,train,Canon 5DMarkII / D65,nan,nan,nan,
train_019366,train,SONY NEX-5N / D65,nan,nan,nan,
train_019367,train,SONY NEX-5N / FL2,nan,nan,nan,
train_019368,train,Canon 60D / FL2,nan,nan,nan,
train_019369,train,Canon 40D / D65,nan,nan,nan,
train_019370,train,Point Grey Grasshopper2 14S5C / A,nan,nan,nan,
train_019371,train,Canon 50D / A,nan,nan,nan,
train_019372,train,Nikon D3 / FL2,nan,nan,nan,
train_019373,train,Nikon D200 / D65,nan,nan,nan,
train_019374,train,Canon 500D / A,nan,nan,nan,
train_019375,train,Phase One / FL2,nan,nan,nan,
train_019376,train,Nikon D90 / A,nan,nan,nan,
train_019377,train,Nikon D3 / D65,nan,nan,nan,
train_019378,train,Canon 50D / D65,nan,nan,nan,
train_019379,train,Canon 300D / D65,nan,nan,nan,
train_019380,train,Pentax K-5 / D65,nan,nan,nan,
train_019381,train,Canon 20D / FL2,nan,nan,nan,
train_019382,train,Nokia N900 / FL2,nan,nan,nan,
train_019383,train,Canon 300D / A,nan,nan,nan,
train_019384,train,Point Grey Grasshopper2 14S5C / D65,nan,nan,nan,
train_019385,train,Pentax Q / D65,nan,nan,nan,
train_019386,train,Nikon D5100 / D65,nan,nan,nan,
train_019387,train,Nikon D40 / FL2,nan,nan,nan,
train_019388,train,Pentax Q / A,nan,nan,nan,
train_019389,train,Nikon D50 / FL2,nan,nan,nan,
train_019390,train,Nikon D3X / A,nan,nan,nan,
train_019391,train,Nikon D5100 / FL2,nan,nan,nan,
train_019392,train,Canon 1DMarkIII / D65,nan,nan,nan,
train_019393,train,Hasselblad H2 / D65,nan,nan,nan,
train_019394,train,Nikon D50 / D65,nan,nan,nan,
train_019395,train,Nikon D40 / D65,nan,nan,nan,
train_019396,train,Canon 5DMarkII / A,nan,nan,nan,
train_019397,train,Point Grey Grasshopper2 14S5C / FL2,nan,nan,nan,
train_019398,train,Nikon D200 / A,nan,nan,nan,
train_019399,train,Phase One / A,nan,nan,nan,
train_019400,train,Nikon D300s / D65,nan,nan,nan,
train_019401,train,Canon 1DMarkIII / FL2,nan,nan,nan,
train_019402,train,Pentax K-5 / A,nan,nan,nan,
train_019403,train,Nikon D5100 / A,nan,nan,nan,
train_019404,train,Canon 5DMarkII / FL2,nan,nan,nan,
train_019405,train,Canon 50D / FL2,nan,nan,nan,
train_019406,train,Phase One / D65,nan,nan,nan,
train_019407,train,Nikon D3X / D65,nan,nan,nan,
train_019408,train,Nikon D50 / A,nan,nan,nan,
train_019409,train,Canon 500D / FL2,nan,nan,nan,
train_019410,train,Canon 500D / D65,nan,nan,nan,
train_019411,train,Nikon D80 / D65,nan,nan,nan,
train_019412,train,Canon 40D / FL2,nan,nan,nan,
train_019413,train,Canon 60D / D65,nan,nan,nan,
train_019414,train,Nikon D80 / FL2,nan,nan,nan,
train_019415,train,Canon 20D / D65,nan,nan,nan,
train_019416,train,Nikon D3X / FL2,nan,nan,nan,
train_019417,train,Hasselblad H2 / A,nan,nan,nan,
train_019418,train,Canon 60D / A,nan,nan,nan,
train_019419,train,Canon 300D / FL2,nan,nan,nan,
train_019420,train,Pentax Q / FL2,nan,nan,nan,
train_019421,train,Nikon D40 / A,nan,nan,nan,
train_019422,train,Canon 20D / A,nan,nan,nan,
train_019423,train,Canon 1DMarkIII / A,nan,nan,nan,
train_019424,train,Nikon D200 / FL2,nan,nan,nan,
train_019425,train,Canon 40D / A,nan,nan,nan,
train_019426,train,Nikon D3 / A,nan,nan,nan,
train_019427,train,Nokia N900 / D65,nan,nan,nan,
train_019428,train,Nikon D90 / FL2,nan,nan,nan,
train_019429,train,Nikon D80 / A,nan,nan,nan,
train_019430,train,SONY NEX-5N / A,nan,nan,nan,
train_019431,train,Nikon D300s / A,nan,nan,nan,
train_019432,train,Hasselblad H2 / FL2,nan,nan,nan,
train_019433,train,Pentax K-5 / FL2,nan,nan,nan,
train_019434,train,Nikon D90 / D65,nan,nan,nan,
train_019435,train,Nikon D300s / FL2,nan,nan,nan,
train_019436,train,Nokia N900 / A,nan,nan,nan,
train_019437,train,Canon 5DMarkII / D65,nan,nan,nan,
train_019438,train,SONY NEX-5N / D65,nan,nan,nan,
train_019439,train,SONY NEX-5N / FL2,nan,nan,nan,
train_019440,train,Canon 60D / FL2,nan,nan,nan,
train_019441,train,Canon 40D / D65,nan,nan,nan,
train_019442,train,Point Grey Grasshopper2 14S5C / A,nan,nan,nan,
train_019443,train,Canon 50D / A,nan,nan,nan,
train_019444,train,Nikon D3 / FL2,nan,nan,nan,
train_019445,train,Nikon D200 / D65,nan,nan,nan,
train_019446,train,Canon 500D / A,nan,nan,nan,
train_019447,train,Phase One / FL2,nan,nan,nan,
train_019448,train,Nikon D90 / A,nan,nan,nan,
train_019449,train,Nikon D3 / D65,nan,nan,nan,
train_019450,train,Canon 50D / D65,nan,nan,nan,
train_019451,train,Canon 300D / D65,nan,nan,nan,
train_019452,train,Pentax K-5 / D65,nan,nan,nan,
train_019453,train,Canon 20D / FL2,nan,nan,nan,
train_019454,train,Nokia N900 / FL2,nan,nan,nan,
train_019455,train,Canon 300D / A,nan,nan,nan,
train_019456,train,Point Grey Grasshopper2 14S5C / D65,nan,nan,nan,
train_019457,train,Pentax Q / D65,nan,nan,nan,
train_019458,train,Nikon D5100 / D65,nan,nan,nan,
train_019459,train,Nikon D40 / FL2,nan,nan,nan,
train_019460,train,Pentax Q / A,nan,nan,nan,
train_019461,train,Nikon D50 / FL2,nan,nan,nan,
train_019462,train,Nikon D3X / A,nan,nan,nan,
train_019463,train,Nikon D5100 / FL2,nan,nan,nan,
train_019464,train,Canon 1DMarkIII / D65,nan,nan,nan,
train_019465,train,Hasselblad H2 / D65,nan,nan,nan,
train_019466,train,Nikon D50 / D65,nan,nan,nan,
train_019467,train,Nikon D40 / D65,nan,nan,nan,
train_019468,train,Canon 5DMarkII / A,nan,nan,nan,
train_019469,train,Point Grey Grasshopper2 14S5C / FL2,nan,nan,nan,
train_019470,train,Nikon D200 / A,nan,nan,nan,
train_019471,train,Phase One / A,nan,nan,nan,
train_019472,train,Nikon D300s / D65,nan,nan,nan,
train_019473,train,Canon 1DMarkIII / FL2,nan,nan,nan,
train_019474,train,Pentax K-5 / A,nan,nan,nan,
train_019475,train,Nikon D5100 / A,nan,nan,nan,
train_019476,train,Canon 5DMarkII / FL2,nan,nan,nan,
train_019477,train,Canon 50D / FL2,nan,nan,nan,
train_019478,train,Phase One / D65,nan,nan,nan,
train_019479,train,Nikon D3X / D65,nan,nan,nan,
train_019480,train,Nikon D50 / A,nan,nan,nan,
train_019481,train,Canon 500D / FL2,nan,nan,nan,
train_019482,train,Canon 500D / D65,nan,nan,nan,
train_019483,train,Nikon D80 / D65,nan,nan,nan,
train_019484,train,Canon 40D / FL2,nan,nan,nan,
train_019485,train,Canon 60D / D65,nan,nan,nan,
train_019486,train,Nikon D80 / FL2,nan,nan,nan,
train_019487,train,Canon 20D / D65,nan,nan,nan,
train_019488,train,Nikon D3X / FL2,nan,nan,nan,
train_019489,train,Hasselblad H2 / A,nan,nan,nan,
train_019490,train,Canon 60D / A,nan,nan,nan,
train_019491,train,Canon 300D / FL2,nan,nan,nan,
train_019492,train,Pentax Q / FL2,nan,nan,nan,
train_019493,train,Nikon D40 / A,nan,nan,nan,
train_019494,train,Canon 20D / A,nan,nan,nan,
train_019495,train,Canon 1DMarkIII / A,nan,nan,nan,
train_019496,train,Nikon D200 / FL2,nan,nan,nan,
train_019497,train,Canon 40D / A,nan,nan,nan,
train_019498,train,Nikon D3 / A,nan,nan,nan,
train_019499,train,Nokia N900 / D65,nan,nan,nan,
train_019500,train,Nikon D90 / FL2,nan,nan,nan,
train_019501,train,Nikon D80 / A,nan,nan,nan,
train_019502,train,SONY NEX-5N / A,nan,nan,nan,
train_019503,train,Nikon D300s / A,nan,nan,nan,
train_019504,train,Hasselblad H2 / FL2,nan,nan,nan,
train_019505,train,Pentax K-5 / FL2,nan,nan,nan,
train_019506,train,Nikon D90 / D65,nan,nan,nan,
train_019507,train,Nikon D300s / FL2,nan,nan,nan,
train_019508,train,Nokia N900 / A,nan,nan,nan,
train_019509,train,Canon 5DMarkII / D65,nan,nan,nan,
train_019510,train,SONY NEX-5N / D65,nan,nan,nan,
train_019511,train,SONY NEX-5N / FL2,nan,nan,nan,
train_019512,train,Canon 60D / FL2,nan,nan,nan,
train_019513,train,Canon 40D / D65,nan,nan,nan,
train_019514,train,Point Grey Grasshopper2 14S5C / A,nan,nan,nan,
train_019515,train,Canon 50D / A,nan,nan,nan,
train_019516,train,Nikon D3 / FL2,nan,nan,nan,
train_019517,train,Nikon D200 / D65,nan,nan,nan,
train_019518,train,Canon 500D / A,nan,nan,nan,
train_019519,train,Phase One / FL2,nan,nan,nan,
train_019520,train,Nikon D90 / A,nan,nan,nan,
train_019521,train,Nikon D3 / D65,nan,nan,nan,
train_019522,train,Canon 50D / D65,nan,nan,nan,
train_019523,train,Canon 300D / D65,nan,nan,nan,
train_019524,train,Pentax K-5 / D65,nan,nan,nan,
train_019525,train,Canon 20D / FL2,nan,nan,nan,
train_019526,train,Nokia N900 / FL2,nan,nan,nan,
train_019527,train,Canon 300D / A,nan,nan,nan,
train_019528,train,Point Grey Grasshopper2 14S5C / D65,nan,nan,nan,
train_019529,train,Pentax Q / D65,nan,nan,nan,
train_019530,train,Nikon D5100 / D65,nan,nan,nan,
train_019531,train,Nikon D40 / FL2,nan,nan,nan,
train_019532,train,Pentax Q / A,nan,nan,nan,
train_019533,train,Nikon D50 / FL2,nan,nan,nan,
train_019534,train,Nikon D3X / A,nan,nan,nan,
train_019535,train,Nikon D5100 / FL2,nan,nan,nan,
train_019536,train,Canon 1DMarkIII / D65,nan,nan,nan,
train_019537,train,Hasselblad H2 / D65,nan,nan,nan,
train_019538,train,Nikon D50 / D65,nan,nan,nan,
train_019539,train,Nikon D40 / D65,nan,nan,nan,
train_019540,train,Canon 5DMarkII / A,nan,nan,nan,
train_019541,train,Point Grey Grasshopper2 14S5C / FL2,nan,nan,nan,
train_019542,train,Nikon D200 / A,nan,nan,nan,
train_019543,train,Phase One / A,nan,nan,nan,
train_019544,train,Nikon D300s / D65,nan,nan,nan,
train_019545,train,Canon 1DMarkIII / FL2,nan,nan,nan,
train_019546,train,Pentax K-5 / A,nan,nan,nan,
train_019547,train,Nikon D5100 / A,nan,nan,nan,
train_019548,train,Canon 5DMarkII / FL2,nan,nan,nan,
train_019549,train,Canon 50D / FL2,nan,nan,nan,
train_019550,train,Phase One / D65,nan,nan,nan,
train_019551,train,Nikon D3X / D65,nan,nan,nan,
train_019552,train,Nikon D50 / A,nan,nan,nan,
train_019553,train,Canon 500D / FL2,nan,nan,nan,
train_019554,train,Canon 500D / D65,nan,nan,nan,
train_019555,train,Nikon D80 / D65,nan,nan,nan,
train_019556,train,Canon 40D / FL2,nan,nan,nan,
train_019557,train,Canon 60D / D65,nan,nan,nan,
train_019558,train,Nikon D80 / FL2,nan,nan,nan,
train_019559,train,Canon 20D / D65,nan,nan,nan,
train_019560,train,Nikon D3X / FL2,nan,nan,nan,
train_019561,train,Hasselblad H2 / A,nan,nan,nan,
train_019562,train,Canon 60D / A,nan,nan,nan,
train_019563,train,Canon 300D / FL2,nan,nan,nan,
train_019564,train,Pentax Q / FL2,nan,nan,nan,
train_019565,train,Nikon D40 / A,nan,nan,nan,
train_019566,train,Canon 20D / A,nan,nan,nan,
train_019567,train,Canon 1DMarkIII / A,nan,nan,nan,
train_019568,train,Nikon D200 / FL2,nan,nan,nan,
train_019569,train,Canon 40D / A,nan,nan,nan,
train_019570,train,Nikon D3 / A,nan,nan,nan,
train_019571,train,Nokia N900 / D65,nan,nan,nan,
train_019572,train,Nikon D90 / FL2,nan,nan,nan,
train_019573,train,Nikon D80 / A,nan,nan,nan,
train_019574,train,SONY NEX-5N / A,nan,nan,nan,
train_019575,train,Nikon D300s / A,nan,nan,nan,
train_019576,train,Hasselblad H2 / FL2,nan,nan,nan,
train_019577,train,Pentax K-5 / FL2,nan,nan,nan,
train_019578,train,Nikon D90 / D65,nan,nan,nan,
train_019579,train,Nikon D300s / FL2,nan,nan,nan,
train_019580,train,Nokia N900 / A,nan,nan,nan,
train_019581,train,Canon 5DMarkII / D65,nan,nan,nan,
train_019582,train,SONY NEX-5N / D65,nan,nan,nan,
train_019583,train,SONY NEX-5N / FL2,nan,nan,nan,
train_019584,train,Canon 60D / FL2,nan,nan,nan,
train_019585,train,Canon 40D / D65,nan,nan,nan,
train_019586,train,Point Grey Grasshopper2 14S5C / A,nan,nan,nan,
train_019587,train,Canon 50D / A,nan,nan,nan,
train_019588,train,Nikon D3 / FL2,nan,nan,nan,
train_019589,train,Nikon D200 / D65,nan,nan,nan,
train_019590,train,Canon 500D / A,nan,nan,nan,
train_019591,train,Phase One / FL2,nan,nan,nan,
train_019592,train,Nikon D90 / A,nan,nan,nan,
train_019593,train,Nikon D3 / D65,nan,nan,nan,
train_019594,train,Canon 50D / D65,nan,nan,nan,
train_019595,train,Canon 300D / D65,nan,nan,nan,
train_019596,train,Pentax K-5 / D65,nan,nan,nan,
train_019597,train,Canon 20D / FL2,nan,nan,nan,
train_019598,train,Nokia N900 / FL2,nan,nan,nan,
train_019599,train,Canon 300D / A,nan,nan,nan,
train_019600,train,Point Grey Grasshopper2 14S5C / D65,nan,nan,nan,
train_019601,train,Pentax Q / D65,nan,nan,nan,
train_019602,train,Nikon D5100 / D65,nan,nan,nan,
train_019603,train,Nikon D40 / FL2,nan,nan,nan,
train_019604,train,Pentax Q / A,nan,nan,nan,
train_019605,train,Nikon D50 / FL2,nan,nan,nan,
train_019606,train,Nikon D3X / A,nan,nan,nan,
train_019607,train,Nikon D5100 / FL2,nan,nan,nan,
train_019608,train,Canon 1DMarkIII / D65,nan,nan,nan,
train_019609,train,Hasselblad H2 / D65,nan,nan,nan,
train_019610,train,Nikon D50 / D65,nan,nan,nan,
train_019611,train,Nikon D40 / D65,nan,nan,nan,
train_019612,train,Canon 5DMarkII / A,nan,nan,nan,
train_019613,train,Point Grey Grasshopper2 14S5C / FL2,nan,nan,nan,
train_019614,train,Nikon D200 / A,nan,nan,nan,
train_019615,train,Phase One / A,nan,nan,nan,
train_019616,train,Nikon D300s / D65,nan,nan,nan,
train_019617,train,Canon 1DMarkIII / FL2,nan,nan,nan,
train_019618,train,Pentax K-5 / A,nan,nan,nan,
train_019619,train,Nikon D5100 / A,nan,nan,nan,
train_019620,train,Canon 5DMarkII / FL2,nan,nan,nan,
train_019621,train,Canon 50D / FL2,nan,nan,nan,
train_019622,train,Phase One / D65,nan,nan,nan,
train_019623,train,Nikon D3X / D65,nan,nan,nan,
train_019624,train,Nikon D50 / A,nan,nan,nan,
train_019625,train,Canon 500D / FL2,nan,nan,nan,
train_019626,train,Canon 500D / D65,nan,nan,nan,
train_019627,train,Nikon D80 / D65,nan,nan,nan,
train_019628,train,Canon 40D / FL2,nan,nan,nan,
train_019629,train,Canon 60D / D65,nan,nan,nan,
train_019630,train,Nikon D80 / FL2,nan,nan,nan,
train_019631,train,Canon 20D / D65,nan,nan,nan,
train_019632,train,Nikon D3X / FL2,nan,nan,nan,
train_019633,train,Hasselblad H2 / A,nan,nan,nan,
train_019634,train,Canon 60D / A,nan,nan,nan,
train_019635,train,Canon 300D / FL2,nan,nan,nan,
train_019636,train,Pentax Q / FL2,nan,nan,nan,
train_019637,train,Nikon D40 / A,nan,nan,nan,
train_019638,train,Canon 20D / A,nan,nan,nan,
train_019639,train,Canon 1DMarkIII / A,nan,nan,nan,
train_019640,train,Nikon D200 / FL2,nan,nan,nan,
train_019641,train,Canon 40D / A,nan,nan,nan,
train_019642,train,Nikon D3 / A,nan,nan,nan,
train_019643,train,Nokia N900 / D65,nan,nan,nan,
train_019644,train,Nikon D90 / FL2,nan,nan,nan,
train_019645,train,Nikon D80 / A,nan,nan,nan,
train_019646,train,SONY NEX-5N / A,nan,nan,nan,
train_019647,train,Nikon D300s / A,nan,nan,nan,
train_019648,train,Hasselblad H2 / FL2,nan,nan,nan,
train_019649,train,Pentax K-5 / FL2,nan,nan,nan,
train_019650,train,Nikon D90 / D65,nan,nan,nan,
train_019651,train,Nikon D300s / FL2,nan,nan,nan,
train_019652,train,Nokia N900 / A,nan,nan,nan,
train_019653,train,Canon 5DMarkII / D65,nan,nan,nan,
train_019654,train,SONY NEX-5N / D65,nan,nan,nan,
train_019655,train,SONY NEX-5N / FL2,nan,nan,nan,
train_019656,train,Canon 60D / FL2,nan,nan,nan,
train_019657,train,Canon 40D / D65,nan,nan,nan,
train_019658,train,Point Grey Grasshopper2 14S5C / A,nan,nan,nan,
train_019659,train,Canon 50D / A,nan,nan,nan,
train_019660,train,Nikon D3 / FL2,nan,nan,nan,
train_019661,train,Nikon D200 / D65,nan,nan,nan,
train_019662,train,Canon 500D / A,nan,nan,nan,
train_019663,train,Phase One / FL2,nan,nan,nan,
train_019664,train,Nikon D90 / A,nan,nan,nan,
train_019665,train,Nikon D3 / D65,nan,nan,nan,
train_019666,train,Canon 50D / D65,nan,nan,nan,
train_019667,train,Canon 300D / D65,nan,nan,nan,
train_019668,train,Pentax K-5 / D65,nan,nan,nan,
train_019669,train,Canon 20D / FL2,nan,nan,nan,
train_019670,train,Nokia N900 / FL2,nan,nan,nan,
train_019671,train,Canon 300D / A,nan,nan,nan,
train_019672,train,Point Grey Grasshopper2 14S5C / D65,nan,nan,nan,
train_019673,train,Pentax Q / D65,nan,nan,nan,
train_019674,train,Nikon D5100 / D65,nan,nan,nan,
train_019675,train,Nikon D40 / FL2,nan,nan,nan,
train_019676,train,Pentax Q / A,nan,nan,nan,
train_019677,train,Nikon D50 / FL2,nan,nan,nan,
train_019678,train,Nikon D3X / A,nan,nan,nan,
train_019679,train,Nikon D5100 / FL2,nan,nan,nan,
train_019680,train,Canon 1DMarkIII / D65,nan,nan,nan,
train_019681,train,Hasselblad H2 / D65,nan,nan,nan,
train_019682,train,Nikon D50 / D65,nan,nan,nan,
train_019683,train,Nikon D40 / D65,nan,nan,nan,
train_019684,train,Canon 5DMarkII / A,nan,nan,nan,
train_019685,train,Point Grey Grasshopper2 14S5C / FL2,nan,nan,nan,
train_019686,train,Nikon D200 / A,nan,nan,nan,
train_019687,train,Phase One / A,nan,nan,nan,
train_019688,train,Nikon D300s / D65,nan,nan,nan,
train_019689,train,Canon 1DMarkIII / FL2,nan,nan,nan,
train_019690,train,Pentax K-5 / A,nan,nan,nan,
train_019691,train,Nikon D5100 / A,nan,nan,nan,
train_019692,train,Canon 5DMarkII / FL2,nan,nan,nan,
train_019693,train,Canon 50D / FL2,nan,nan,nan,
train_019694,train,Phase One / D65,nan,nan,nan,
train_019695,train,Nikon D3X / D65,nan,nan,nan,
train_019696,train,Nikon D50 / A,nan,nan,nan,
train_019697,train,Canon 500D / FL2,nan,nan,nan,
train_019698,train,Canon 500D / D65,nan,nan,nan,
train_019699,train,Nikon D80 / D65,nan,nan,nan,
train_019700,train,Canon 40D / FL2,nan,nan,nan,
train_019701,train,Canon 60D / D65,nan,nan,nan,
train_019702,train,Nikon D80 / FL2,nan,nan,nan,
train_019703,train,Canon 20D / D65,nan,nan,nan,
train_019704,train,Nikon D3X / FL2,nan,nan,nan,
train_019705,train,Hasselblad H2 / A,nan,nan,nan,
train_019706,train,Canon 60D / A,nan,nan,nan,
train_019707,train,Canon 300D / FL2,nan,nan,nan,
train_019708,train,Pentax Q / FL2,nan,nan,nan,
train_019709,train,Nikon D40 / A,nan,nan,nan,
train_019710,train,Canon 20D / A,nan,nan,nan,
train_019711,train,Canon 1DMarkIII / A,nan,nan,nan,
train_019712,train,Nikon D200 / FL2,nan,nan,nan,
train_019713,train,Canon 40D / A,nan,nan,nan,
train_019714,train,Nikon D3 / A,nan,nan,nan,
train_019715,train,Nokia N900 / D65,nan,nan,nan,
train_019716,train,Nikon D90 / FL2,nan,nan,nan,
train_019717,train,Nikon D80 / A,nan,nan,nan,
train_019718,train,SONY NEX-5N / A,nan,nan,nan,
train_019719,train,Nikon D300s / A,nan,nan,nan,
train_019720,train,Hasselblad H2 / FL2,nan,nan,nan,
train_019721,train,Pentax K-5 / FL2,nan,nan,nan,
train_019722,train,Nikon D90 / D65,nan,nan,nan,
train_019723,train,Nikon D300s / FL2,nan,nan,nan,
train_019724,train,Nokia N900 / A,nan,nan,nan,
train_019725,train,Canon 5DMarkII / D65,nan,nan,nan,
train_019726,train,SONY NEX-5N / D65,nan,nan,nan,
train_019727,train,SONY NEX-5N / FL2,nan,nan,nan,
train_019728,train,Canon 60D / FL2,nan,nan,nan,
train_019729,train,Canon 40D / D65,nan,nan,nan,
train_019730,train,Point Grey Grasshopper2 14S5C / A,nan,nan,nan,
train_019731,train,Canon 50D / A,nan,nan,nan,
train_019732,train,Nikon D3 / FL2,nan,nan,nan,
train_019733,train,Nikon D200 / D65,nan,nan,nan,
train_019734,train,Canon 500D / A,nan,nan,nan,
train_019735,train,Phase One / FL2,nan,nan,nan,
train_019736,train,Nikon D90 / A,nan,nan,nan,
train_019737,train,Nikon D3 / D65,nan,nan,nan,
train_019738,train,Canon 50D / D65,nan,nan,nan,
train_019739,train,Canon 300D / D65,nan,nan,nan,
train_019740,train,Pentax K-5 / D65,nan,nan,nan,
train_019741,train,Canon 20D / FL2,nan,nan,nan,
train_019742,train,Nokia N900 / FL2,nan,nan,nan,
train_019743,train,Canon 300D / A,nan,nan,nan,
train_019744,train,Point Grey Grasshopper2 14S5C / D65,nan,nan,nan,
train_019745,train,Pentax Q / D65,nan,nan,nan,
train_019746,train,Nikon D5100 / D65,nan,nan,nan,
train_019747,train,Nikon D40 / FL2,nan,nan,nan,
train_019748,train,Pentax Q / A,nan,nan,nan,
train_019749,train,Nikon D50 / FL2,nan,nan,nan,
train_019750,train,Nikon D3X / A,nan,nan,nan,
train_019751,train,Nikon D5100 / FL2,nan,nan,nan,
train_019752,train,Canon 1DMarkIII / D65,nan,nan,nan,
train_019753,train,Hasselblad H2 / D65,nan,nan,nan,
train_019754,train,Nikon D50 / D65,nan,nan,nan,
train_019755,train,Nikon D40 / D65,nan,nan,nan,
train_019756,train,Canon 5DMarkII / A,nan,nan,nan,
train_019757,train,Point Grey Grasshopper2 14S5C / FL2,nan,nan,nan,
train_019758,train,Nikon D200 / A,nan,nan,nan,
train_019759,train,Phase One / A,nan,nan,nan,
train_019760,train,Nikon D300s / D65,nan,nan,nan,
train_019761,train,Canon 1DMarkIII / FL2,nan,nan,nan,
train_019762,train,Pentax K-5 / A,nan,nan,nan,
train_019763,train,Nikon D5100 / A,nan,nan,nan,
train_019764,train,Canon 5DMarkII / FL2,nan,nan,nan,
train_019765,train,Canon 50D / FL2,nan,nan,nan,
train_019766,train,Phase One / D65,nan,nan,nan,
train_019767,train,Nikon D3X / D65,nan,nan,nan,
train_019768,train,Nikon D50 / A,nan,nan,nan,
train_019769,train,Canon 500D / FL2,nan,nan,nan,
train_019770,train,Canon 500D / D65,nan,nan,nan,
train_019771,train,Nikon D80 / D65,nan,nan,nan,
train_019772,train,Canon 40D / FL2,nan,nan,nan,
train_019773,train,Canon 60D / D65,nan,nan,nan,
train_019774,train,Nikon D80 / FL2,nan,nan,nan,
train_019775,train,Canon 20D / D65,nan,nan,nan,
train_019776,train,Nikon D3X / FL2,nan,nan,nan,
train_019777,train,Hasselblad H2 / A,nan,nan,nan,
train_019778,train,Canon 60D / A,nan,nan,nan,
train_019779,train,Canon 300D / FL2,nan,nan,nan,
train_019780,train,Pentax Q / FL2,nan,nan,nan,
train_019781,train,Nikon D40 / A,nan,nan,nan,
train_019782,train,Canon 20D / A,nan,nan,nan,
train_019783,train,Canon 1DMarkIII / A,nan,nan,nan,
train_019784,train,Nikon D200 / FL2,nan,nan,nan,
train_019785,train,Canon 40D / A,nan,nan,nan,
