subject_id,capture_id,roi,parameter,theta_hat,profile_optimum_logrmse,intervals_delta_0p005,total_span_delta_0p005,envelope_span_delta_0p005,intervals_delta_0p0025,intervals_delta_0p010,boundary_limited,jacobian_singular_values,jacobian_column_correlation,single_spectrum_gate,f_blood,low_blood_signal,profile_gate,base_parameter_reliable
p034,p034_neutral_front,right_cheek,f_mel,0.031032225152732195,0.16390208987302796,"[[0.027108056288183052,0.03547499999999999]]",0.00836694371181694,0.00836694371181694,"[[0.028416112576366098,0.031032225152732195]]","[[0.0258,0.0387]]",False,"[22.301455521033237,0.8717175840571412,0.4332533970208707]","[[0.9999999999999998,-0.5112810937247616,0.7771883313638673],[-0.5112810937247616,1.0,-0.24761941085824118],[0.7771883313638673,-0.2476194108582412,0.9999999999999999]]",False,0.09999999999999999,False,True,False
p034,p034_neutral_front,right_cheek,f_blood,0.09999999999999999,0.16390208987302793,"[[0.08374999999999999,0.1]]",0.016250000000000014,0.016250000000000014,"[[0.09200000000000001,0.1]]","[[0.072,0.1]]",True,"[22.301455521033237,0.8717175840571412,0.4332533970208707]","[[0.9999999999999998,-0.5112810937247616,0.7771883313638673],[-0.5112810937247616,1.0,-0.24761941085824118],[0.7771883313638673,-0.2476194108582412,0.9999999999999999]]",False,0.09999999999999999,False,False,False
p034,p034_neutral_front,right_cheek,s,0.20253074745643315,0.1639020898730279,"[[0.0,0.47124999999999995]]",0.47124999999999995,0.47124999999999995,"[[0.0,0.38]]","[[0.0,0.56]]",False,"[22.301455521033237,0.8717175840571412,0.4332533970208707]","[[0.9999999999999998,-0.5112810937247616,0.7771883313638673],[-0.5112810937247616,1.0,-0.24761941085824118],[0.7771883313638673,-0.2476194108582412,0.9999999999999999]]",False,0.09999999999999999,False,False,False
p037,p037_neutral_front,left_cheek,f_mel,0.033458457934485486,0.15185952678764097,"[[0.026757307241810684,0.0424625]]",0.015705192758189317,0.015705192758189317,"[[0.029629228967242745,0.0387]]","[[0.0258,0.043000000000000003]]",False,"[22.497429032074287,0.9087573806027537,0.5610443529640794]","[[1.0,-0.19248997932190348,0.7277117772101797],[-0.19248997932190345,1.0,0.09719210521710869],[0.7277117772101795,0.09719210521710869,0.9999999999999998]]",False,0.08327233395351803,False,True,False
p037,p037_neutral_front,left_cheek,f_blood,0.08327233395351803,0.15185952678765632,"[[0.047,0.1]]",0.053000000000000005,0.053000000000000005,"[[0.057999999999999996,0.1]]","[[0.036,0.1]]",False,"[22.497429032074287,0.9087573806027537,0.5610443529640794]","[[1.0,-0.19248997932190348,0.7277117772101797],[-0.19248997932190345,1.0,0.09719210521710869],[0.7277117772101795,0.09719210521710869,0.9999999999999998]]",False,0.08327233395351803,False,False,False
p037,p037_neutral_front,left_cheek,s,0.6152811255200724,0.1518595267875777,"[[0.2975,0.8387499999999999]]",0.5412499999999999,0.5412499999999999,"[[0.42,0.76]]","[[0.12,0.9]]",False,"[22.497429032074287,0.9087573806027537,0.5610443529640794]","[[1.0,-0.19248997932190348,0.7277117772101797],[-0.19248997932190345,1.0,0.09719210521710869],[0.7277117772101795,0.09719210521710869,0.9999999999999998]]",False,0.08327233395351803,False,False,False
p037,p037_neutral_front,right_cheek,f_mel,0.04300967731513431,0.18221796321183786,"[[0.038162499999999995,0.04784173382537126]]",0.009679233825371267,0.009679233825371267,"[[0.043000000000000003,0.04300967731513431]]","[[0.03655,0.049452419328783574]]",False,"[21.172265344585103,0.8369938730756753,0.3899424949258479]","[[1.0,-0.5934142066627732,0.797761915213531],[-0.5934142066627732,1.0,-0.381030726571153],[0.7977619152135311,-0.38103072657115306,1.0]]",False,0.09999999999999999,False,True,False
p037,p037_neutral_front,right_cheek,f_blood,0.09999999999999999,0.1822179632118371,"[[0.083375,0.1]]",0.016625,0.016625,"[[0.09200000000000001,0.1]]","[[0.072,0.1]]",True,"[21.172265344585103,0.8369938730756753,0.3899424949258479]","[[1.0,-0.5934142066627732,0.797761915213531],[-0.5934142066627732,1.0,-0.381030726571153],[0.7977619152135311,-0.38103072657115306,1.0]]",False,0.09999999999999999,False,False,False
p037,p037_neutral_front,right_cheek,s,0.02292292017906856,0.18221796321183842,"[[0.0,0.33125000000000004]]",0.33125000000000004,0.33125000000000004,"[[0.0,0.24]]","[[0.0,0.44]]",False,"[21.172265344585103,0.8369938730756753,0.3899424949258479]","[[1.0,-0.5934142066627732,0.797761915213531],[-0.5934142066627732,1.0,-0.381030726571153],[0.7977619152135311,-0.38103072657115306,1.0]]",False,0.09999999999999999,False,False,False
p038,p038_neutral_front,left_cheek,f_mel,0.05588355434937427,0.18473805017681788,"[[0.050524999999999994,0.061275]]",0.01075000000000001,0.01075000000000001,"[[0.05588355434937427,0.05588355434937427]]","[[0.049449999999999994,0.0645]]",False,"[20.015140823446327,0.827986488753502,0.402021283232524]","[[1.0,-0.47059653122171474,0.7670737438369151],[-0.4705965312217148,1.0,-0.28886277120379117],[0.767073743836915,-0.28886277120379117,1.0]]",False,0.09999999999999999,False,True,False
p038,p038_neutral_front,left_cheek,f_blood,0.09999999999999999,0.18473805017681788,"[[0.082125,0.1]]",0.017875000000000002,0.017875000000000002,"[[0.09200000000000001,0.1]]","[[0.07,0.1]]",True,"[20.015140823446327,0.827986488753502,0.402021283232524]","[[1.0,-0.47059653122171474,0.7670737438369151],[-0.4705965312217148,1.0,-0.28886277120379117],[0.767073743836915,-0.28886277120379117,1.0]]",False,0.09999999999999999,False,False,False
p038,p038_neutral_front,left_cheek,s,0.3570000861075076,0.18473805017681783,"[[0.03375,0.6387499999999999]]",0.605,0.605,"[[0.14,0.56]]","[[0.0,0.74]]",False,"[20.015140823446327,0.827986488753502,0.402021283232524]","[[1.0,-0.47059653122171474,0.7670737438369151],[-0.4705965312217148,1.0,-0.28886277120379117],[0.767073743836915,-0.28886277120379117,1.0]]",False,0.09999999999999999,False,False,False
p038,p038_neutral_front,right_cheek,f_mel,0.07580739397634352,0.2553237084543105,"[[0.06923796212352146,0.0822375]]",0.012999537876478548,0.012999537876478548,"[[0.07230369698817175,0.0774]]","[[0.0688,0.08385000000000001]]",False,"[18.39747133594323,0.7534917001402684,0.3266280449689486]","[[1.0,-0.5966559115370664,0.790098287593998],[-0.5966559115370664,1.0,-0.5160046073346825],[0.790098287593998,-0.5160046073346825,1.0]]",False,0.09999999999999999,False,True,False
p038,p038_neutral_front,right_cheek,f_blood,0.09999999999999999,0.2553237084543105,"[[0.09112500000000001,0.1]]",0.008874999999999994,0.008874999999999994,"[[0.096,0.1]]","[[0.084,0.1]]",True,"[18.39747133594323,0.7534917001402684,0.3266280449689486]","[[1.0,-0.5966559115370664,0.790098287593998],[-0.5966559115370664,1.0,-0.5160046073346825],[0.790098287593998,-0.5160046073346825,1.0]]",False,0.09999999999999999,False,True,False
p038,p038_neutral_front,right_cheek,s,3.921970085372808e-20,0.2553237084543105,"[[0.0,0.14875000000000002]]",0.14875000000000002,0.14875000000000002,"[[0.0,0.08]]","[[0.0,0.26]]",True,"[18.39747133594323,0.7534917001402684,0.3266280449689486]","[[1.0,-0.5966559115370664,0.790098287593998],[-0.5966559115370664,1.0,-0.5160046073346825],[0.790098287593998,-0.5160046073346825,1.0]]",False,0.09999999999999999,False,True,False
p040,p040_neutral_front,left_cheek,f_mel,0.0238728956572905,0.1271548170178874,"[[0.018868223914322628,0.031175000000000005]]",0.012306776085677377,0.012306776085677377,"[[0.02053644782864525,0.0258]]","[[0.0172,0.0344]]",False,"[23.328576498480633,1.186703998359944,0.5612704645609644]","[[0.9999999999999998,0.015870233639874526,0.6692890239213037],[0.015870233639874526,1.0,0.3573414579963435],[0.6692890239213038,0.35734145799634354,1.0]]",False,0.09279381665894294,False,True,False
p040,p040_neutral_front,left_cheek,f_blood,0.09279381665894294,0.12715481701789322,"[[0.059250000000000004,0.1]]",0.04075,0.04075,"[[0.068,0.1]]","[[0.05,0.1]]",False,"[23.328576498480633,1.186703998359944,0.5612704645609644]","[[0.9999999999999998,0.015870233639874526,0.6692890239213037],[0.015870233639874526,1.0,0.3573414579963435],[0.6692890239213038,0.35734145799634354,1.0]]",False,0.09279381665894294,False,False,False
p040,p040_neutral_front,left_cheek,s,0.8681073839048108,0.12715481701787684,"[[0.6725000000000001,1.0]]",0.3274999999999999,0.3274999999999999,"[[0.74,0.96]]","[[0.58,1.0]]",False,"[23.328576498480633,1.186703998359944,0.5612704645609644]","[[0.9999999999999998,0.015870233639874526,0.6692890239213037],[0.015870233639874526,1.0,0.3573414579963435],[0.6692890239213038,0.35734145799634354,1.0]]",False,0.09279381665894294,False,False,False
p040,p040_neutral_front,right_cheek,f_mel,0.042252433789919754,0.18229099202959664,"[[0.03734466267121991,0.0473]]",0.009955337328780095,0.009955337328780095,"[[0.042252433789919754,0.043000000000000003]]","[[0.03636310844747993,0.049449999999999994]]",False,"[21.23140332349845,0.8395604849140264,0.40130243574210755]","[[0.9999999999999998,-0.5588778686105689,0.7896128294296423],[-0.5588778686105689,1.0,-0.33954770322949324],[0.7896128294296423,-0.3395477032294932,1.0]]",False,0.09999999999999999,False,True,False
p040,p040_neutral_front,right_cheek,f_blood,0.09999999999999999,0.1822909920295959,"[[0.08825000000000001,0.1]]",0.011749999999999997,0.011749999999999997,"[[0.09400000000000001,0.1]]","[[0.08000000000000002,0.1]]",True,"[21.23140332349845,0.8395604849140264,0.40130243574210755]","[[0.9999999999999998,-0.5588778686105689,0.7896128294296423],[-0.5588778686105689,1.0,-0.33954770322949324],[0.7896128294296423,-0.3395477032294932,1.0]]",False,0.09999999999999999,False,False,False
p040,p040_neutral_front,right_cheek,s,0.12146079640872151,0.18229099202959684,"[[0.0,0.4225]]",0.4225,0.4225,"[[0.0,0.32]]","[[0.0,0.52]]",False,"[21.23140332349845,0.8395604849140264,0.40130243574210755]","[[0.9999999999999998,-0.5588778686105689,0.7896128294296423],[-0.5588778686105689,1.0,-0.33954770322949324],[0.7896128294296423,-0.3395477032294932,1.0]]",False,0.09999999999999999,False,False,False
p041,p041_neutral_front,left_cheek,f_mel,0.04347178483964794,0.15287848193574782,"[[0.03547499999999999,0.052675]]",0.017200000000000007,0.017200000000000007,"[[0.0387,0.04347178483964794]]","[[0.0344,0.0559]]",False,"[21.81671593678077,0.9789885035164264,0.6260837444450751]","[[1.0,0.01638277598298874,0.6831860850005387],[0.01638277598298874,1.0,0.293363974430016],[0.6831860850005387,0.293363974430016,0.9999999999999998]]",False,0.07530039321342674,False,True,False
p041,p041_neutral_front,left_cheek,f_blood,0.07530039321342674,0.15287848193576828,"[[0.042,0.1]]",0.058,0.058,"[[0.052000000000000005,0.1]]","[[0.032,0.1]]",False,"[21.81671593678077,0.9789885035164264,0.6260837444450751]","[[1.0,0.01638277598298874,0.6831860850005387],[0.01638277598298874,1.0,0.293363974430016],[0.6831860850005387,0.293363974430016,0.9999999999999998]]",False,0.07530039321342674,False,False,False
p041,p041_neutral_front,left_cheek,s,0.8438971669489702,0.1528784819356944,"[[0.58125,1.0]]",0.41874999999999996,0.41874999999999996,"[[0.68,0.98]]","[[0.44,1.0]]",False,"[21.81671593678077,0.9789885035164264,0.6260837444450751]","[[1.0,0.01638277598298874,0.6831860850005387],[0.01638277598298874,1.0,0.293363974430016],[0.6831860850005387,0.293363974430016,0.9999999999999998]]",False,0.07530039321342674,False,False,False
p041,p041_neutral_front,right_cheek,f_mel,0.06063129607608363,0.19903283230300772,"[[0.0553625,0.06624728002377613]]",0.010884780023776124,0.010884780023776124,"[[0.060200000000000004,0.06063129607608363]]","[[0.05375,0.0688]]",False,"[19.61779754976971,0.7918639359696493,0.3540815193916776]","[[1.0,-0.6044934532949717,0.8004350157078336],[-0.6044934532949717,0.9999999999999998,-0.4598168952772294],[0.8004350157078335,-0.4598168952772294,0.9999999999999999]]",False,0.09999999999999999,False,True,False
p041,p041_neutral_front,right_cheek,f_blood,0.09999999999999999,0.19903283230300772,"[[0.08637500000000001,0.1]]",0.013624999999999998,0.013624999999999998,"[[0.09400000000000001,0.1]]","[[0.07600000000000001,0.1]]",True,"[19.61779754976971,0.7918639359696493,0.3540815193916776]","[[1.0,-0.6044934532949717,0.8004350157078336],[-0.6044934532949717,0.9999999999999998,-0.4598168952772294],[0.8004350157078335,-0.4598168952772294,0.9999999999999999]]",False,0.09999999999999999,False,False,False
p041,p041_neutral_front,right_cheek,s,3.010226546110559e-20,0.19903283230300772,"[[0.0,0.30625]]",0.30625,0.30625,"[[0.0,0.2]]","[[0.0,0.44]]",True,"[19.61779754976971,0.7918639359696493,0.3540815193916776]","[[1.0,-0.6044934532949717,0.8004350157078336],[-0.6044934532949717,0.9999999999999998,-0.4598168952772294],[0.8004350157078335,-0.4598168952772294,0.9999999999999999]]",False,0.09999999999999999,False,False,False
p042,p042_neutral_front,left_cheek,f_mel,0.03188390058364766,0.11857827683980819,"[[0.024724999999999997,0.0392375]]",0.014512500000000005,0.014512500000000005,"[[0.03188390058364766,0.0344]]","[[0.021500000000000002,0.04085]]",False,"[23.41598420754985,0.8731729458244768,0.7066389364506673]","[[1.0,-0.015269178624241413,0.691158760977024],[-0.015269178624241413,1.0,0.2485294990847505],[0.6911587609770239,0.24852949908475047,1.0]]",False,0.05930128639003068,False,True,False
p042,p042_neutral_front,left_cheek,f_blood,0.05930128639003068,0.11857827683981192,"[[0.03625,0.09225000000000001]]",0.056000000000000015,0.056000000000000015,"[[0.044000000000000004,0.08000000000000002]]","[[0.03,0.1]]",False,"[23.41598420754985,0.8731729458244768,0.7066389364506673]","[[1.0,-0.015269178624241413,0.691158760977024],[-0.015269178624241413,1.0,0.2485294990847505],[0.6911587609770239,0.24852949908475047,1.0]]",False,0.05930128639003068,False,False,False
p042,p042_neutral_front,left_cheek,s,0.6771896630325672,0.1185782768397997,"[[0.3825,0.89625]]",0.5137499999999999,0.5137499999999999,"[[0.5,0.8200000000000001]]","[[0.22,0.96]]",False,"[23.41598420754985,0.8731729458244768,0.7066389364506673]","[[1.0,-0.015269178624241413,0.691158760977024],[-0.015269178624241413,1.0,0.2485294990847505],[0.6911587609770239,0.24852949908475047,1.0]]",False,0.05930128639003068,False,False,False
p042,p042_neutral_front,right_cheek,f_mel,0.036682360336511996,0.14349204966581336,"[[0.032787500000000004,0.042210295042064]]",0.009422795042063996,0.009422795042063996,"[[0.0344,0.039841180168255996]]","[[0.03225,0.043000000000000003]]",False,"[21.750239041425903,0.8599866507879975,0.4258207482188143]","[[1.0,-0.505379044093586,0.7775392463548138],[-0.505379044093586,1.0,-0.25882788837169385],[0.7775392463548136,-0.25882788837169385,1.0]]",False,0.09999999999999999,False,True,False
p042,p042_neutral_front,right_cheek,f_blood,0.09999999999999999,0.14349204966581336,"[[0.075125,0.1]]",0.024875000000000008,0.024875000000000008,"[[0.08600000000000001,0.1]]","[[0.062,0.1]]",True,"[21.750239041425903,0.8599866507879975,0.4258207482188143]","[[1.0,-0.505379044093586,0.7775392463548138],[-0.505379044093586,1.0,-0.25882788837169385],[0.7775392463548136,-0.25882788837169385,1.0]]",False,0.09999999999999999,False,False,False
p042,p042_neutral_front,right_cheek,s,0.2366443936871176,0.14349204966581333,"[[0.0,0.49]]",0.49,0.49,"[[0.06,0.4]]","[[0.0,0.58]]",False,"[21.750239041425903,0.8599866507879975,0.4258207482188143]","[[1.0,-0.505379044093586,0.7775392463548138],[-0.505379044093586,1.0,-0.25882788837169385],[0.7775392463548136,-0.25882788837169385,1.0]]",False,0.09999999999999999,False,False,False
p043,p043_neutral_front,left_cheek,f_mel,0.04172750589940542,0.12897349609700295,"[[0.033862500000000004,0.0499875]]",0.016124999999999994,0.016124999999999994,"[[0.04172750589940542,0.0473]]","[[0.03225,0.0516]]",False,"[22.281227316860264,0.8457189612242386,0.6488651145746948]","[[1.0,-0.09176991129177732,0.7157580588975148],[-0.09176991129177732,1.0,0.15390281718279267],[0.7157580588975148,0.15390281718279267,1.0]]",False,0.0628061427812169,False,True,False
p043,p043_neutral_front,left_cheek,f_blood,0.0628061427812169,0.12897349609700928,"[[0.03675,0.1]]",0.06325,0.06325,"[[0.044000000000000004,0.08800000000000001]]","[[0.03,0.1]]",False,"[22.281227316860264,0.8457189612242386,0.6488651145746948]","[[1.0,-0.09176991129177732,0.7157580588975148],[-0.09176991129177732,1.0,0.15390281718279267],[0.7157580588975148,0.15390281718279267,1.0]]",False,0.0628061427812169,False,False,False
p043,p043_neutral_front,left_cheek,s,0.6324185615940198,0.12897349609698505,"[[0.30874999999999997,0.8674999999999999]]",0.55875,0.55875,"[[0.42,0.8]]","[[0.14,0.9400000000000001]]",False,"[22.281227316860264,0.8457189612242386,0.6488651145746948]","[[1.0,-0.09176991129177732,0.7157580588975148],[-0.09176991129177732,1.0,0.15390281718279267],[0.7157580588975148,0.15390281718279267,1.0]]",False,0.0628061427812169,False,False,False
p043,p043_neutral_front,right_cheek,f_mel,0.03933930402848993,0.14464001148395814,"[[0.031712500000000005,0.048374999999999994]]",0.01666249999999999,0.01666249999999999,"[[0.0344,0.043000000000000003]]","[[0.030100000000000002,0.0516]]",False,"[22.12164905298677,0.8554246523331742,0.5553118204680345]","[[1.0,-0.2487353725801008,0.7435834852506794],[-0.24873537258010084,1.0,0.005678177361058579],[0.7435834852506794,0.00567817736105858,1.0]]",False,0.07492980549440979,False,True,False
p043,p043_neutral_front,right_cheek,f_blood,0.07492980549440979,0.14464001148396774,"[[0.0425,0.1]]",0.0575,0.0575,"[[0.052000000000000005,0.1]]","[[0.034,0.1]]",False,"[22.12164905298677,0.8554246523331742,0.5553118204680345]","[[1.0,-0.2487353725801008,0.7435834852506794],[-0.24873537258010084,1.0,0.005678177361058579],[0.7435834852506794,0.00567817736105858,1.0]]",False,0.07492980549440979,False,False,False
p043,p043_neutral_front,right_cheek,s,0.4960830082990298,0.14464001148391845,"[[0.13125,0.7525]]",0.62125,0.62125,"[[0.26,0.68]]","[[0.0,0.84]]",False,"[22.12164905298677,0.8554246523331742,0.5553118204680345]","[[1.0,-0.2487353725801008,0.7435834852506794],[-0.24873537258010084,1.0,0.005678177361058579],[0.7435834852506794,0.00567817736105858,1.0]]",False,0.07492980549440979,False,False,False
p044,p044_neutral_front,left_cheek,f_mel,0.06872064522800349,0.16454056054064597,"[[0.06339524196050131,0.07417499999999999]]",0.010779758039498682,0.010779758039498682,"[[0.06872064522800349,0.0688]]","[[0.06233016130700087,0.07525]]",False,"[18.953342862982485,0.7886301611333973,0.3708499747865786]","[[1.0,-0.49803787086388335,0.7640449335845877],[-0.4980378708638834,1.0,-0.37638517545929945],[0.7640449335845877,-0.37638517545929945,0.9999999999999999]]",False,0.09999999999999999,False,True,False
p044,p044_neutral_front,left_cheek,f_blood,0.09999999999999999,0.16454056054064609,"[[0.084375,0.1]]",0.015625,0.015625,"[[0.09200000000000001,0.1]]","[[0.072,0.1]]",True,"[18.953342862982485,0.7886301611333973,0.3708499747865786]","[[1.0,-0.49803787086388335,0.7640449335845877],[-0.4980378708638834,1.0,-0.37638517545929945],[0.7640449335845877,-0.37638517545929945,0.9999999999999999]]",False,0.09999999999999999,False,False,False
p044,p044_neutral_front,left_cheek,s,0.3055825383840203,0.16454056054064609,"[[0.0,0.59125]]",0.59125,0.59125,"[[0.08,0.5]]","[[0.0,0.68]]",False,"[18.953342862982485,0.7886301611333973,0.3708499747865786]","[[1.0,-0.49803787086388335,0.7640449335845877],[-0.4980378708638834,1.0,-0.37638517545929945],[0.7640449335845877,-0.37638517545929945,0.9999999999999999]]",False,0.09999999999999999,False,False,False
p044,p044_neutral_front,right_cheek,f_mel,0.10206717790293467,0.2589016234454753,"[[0.0946,0.10965]]",0.015049999999999994,0.015049999999999994,"[[0.10206717790293467,0.1032]]","[[0.09245,0.1118]]",False,"[16.528253625810645,0.6896707691606614,0.283122167543974]","[[1.0,-0.5529551465529752,0.7395862028981225],[-0.5529551465529752,1.0,-0.6026676955291653],[0.7395862028981225,-0.6026676955291652,1.0]]",False,0.09999999999999999,False,True,False
p044,p044_neutral_front,right_cheek,f_blood,0.09999999999999999,0.2589016234454753,"[[0.09200000000000001,0.1]]",0.007999999999999993,0.007999999999999993,"[[0.096,0.1]]","[[0.08600000000000001,0.1]]",True,"[16.528253625810645,0.6896707691606614,0.283122167543974]","[[1.0,-0.5529551465529752,0.7395862028981225],[-0.5529551465529752,1.0,-0.6026676955291653],[0.7395862028981225,-0.6026676955291652,1.0]]",False,0.09999999999999999,False,True,False
p044,p044_neutral_front,right_cheek,s,2.9714164646645025e-19,0.2589016234454753,"[[0.0,0.1325]]",0.1325,0.1325,"[[0.0,0.06]]","[[0.0,0.24]]",True,"[16.528253625810645,0.6896707691606614,0.283122167543974]","[[1.0,-0.5529551465529752,0.7395862028981225],[-0.5529551465529752,1.0,-0.6026676955291653],[0.7395862028981225,-0.6026676955291652,1.0]]",False,0.09999999999999999,False,True,False
p045,p045_neutral_front,left_cheek,f_mel,0.048375318366149084,0.15311436807681042,"[[0.04367191479576864,0.05375]]",0.010078085204231362,0.010078085204231362,"[[0.04568765918307454,0.0516]]","[[0.043000000000000003,0.0559]]",False,"[20.695453919984494,0.8983069115145516,0.4407032597287784]","[[1.0,-0.35365312087711315,0.7467002342871301],[-0.35365312087711315,1.0,-0.11984162052639082],[0.7467002342871301,-0.11984162052639083,0.9999999999999998]]",False,0.09999999999999999,False,True,False
p045,p045_neutral_front,left_cheek,f_blood,0.09999999999999999,0.15311436807681042,"[[0.078125,0.1]]",0.021875000000000006,0.021875000000000006,"[[0.08800000000000001,0.1]]","[[0.064,0.1]]",True,"[20.695453919984494,0.8983069115145516,0.4407032597287784]","[[1.0,-0.35365312087711315,0.7467002342871301],[-0.35365312087711315,1.0,-0.11984162052639082],[0.7467002342871301,-0.11984162052639083,0.9999999999999998]]",False,0.09999999999999999,False,False,False
p045,p045_neutral_front,left_cheek,s,0.5442951493277771,0.1531143680768104,"[[0.28,0.77]]",0.49,0.49,"[[0.38,0.7000000000000001]]","[[0.16,0.84]]",False,"[20.695453919984494,0.8983069115145516,0.4407032597287784]","[[1.0,-0.35365312087711315,0.7467002342871301],[-0.35365312087711315,1.0,-0.11984162052639082],[0.7467002342871301,-0.11984162052639083,0.9999999999999998]]",False,0.09999999999999999,False,False,False
p045,p045_neutral_front,right_cheek,f_mel,0.062223192374827416,0.19812631586737442,"[[0.0564375,0.06797789904685342]]",0.011540399046853417,0.011540399046853417,"[[0.060200000000000004,0.06551159618741371]]","[[0.0559,0.0688]]",False,"[19.475623278806157,0.7908026731840312,0.36654363234426757]","[[1.0,-0.5548486785099122,0.784705114530212],[-0.5548486785099122,1.0,-0.4124755412923145],[0.784705114530212,-0.4124755412923145,1.0]]",False,0.09999999999999999,False,True,False
p045,p045_neutral_front,right_cheek,f_blood,0.09999999999999999,0.19812631586737442,"[[0.085625,0.1]]",0.014374999999999999,0.014374999999999999,"[[0.09400000000000001,0.1]]","[[0.074,0.1]]",True,"[19.475623278806157,0.7908026731840312,0.36654363234426757]","[[1.0,-0.5548486785099122,0.784705114530212],[-0.5548486785099122,1.0,-0.4124755412923145],[0.784705114530212,-0.4124755412923145,1.0]]",False,0.09999999999999999,False,False,False
p045,p045_neutral_front,right_cheek,s,0.15865036196837032,0.1981263158673744,"[[0.0,0.4875]]",0.4875,0.4875,"[[0.0,0.38]]","[[0.0,0.6]]",False,"[19.475623278806157,0.7908026731840312,0.36654363234426757]","[[1.0,-0.5548486785099122,0.784705114530212],[-0.5548486785099122,1.0,-0.4124755412923145],[0.784705114530212,-0.4124755412923145,1.0]]",False,0.09999999999999999,False,False,False
p046,p046_neutral_front,left_cheek,f_mel,0.07400967310351612,0.23330830801513494,"[[0.06772500000000001,0.08008749999999999]]",0.012362499999999985,0.012362499999999985,"[[0.07400967310351612,0.0774]]","[[0.06665000000000001,0.0817]]",False,"[18.536435669855713,0.7579880270436624,0.329794184037229]","[[0.9999999999999999,-0.5981483435095961,0.7919361394131976],[-0.598148343509596,1.0,-0.5095784421795887],[0.7919361394131976,-0.5095784421795886,1.0]]",False,0.09999999999999999,False,True,False
p046,p046_neutral_front,left_cheek,f_blood,0.09999999999999999,0.23330830801513494,"[[0.09225000000000001,0.1]]",0.007749999999999993,0.007749999999999993,"[[0.098,0.1]]","[[0.08600000000000001,0.1]]",True,"[18.536435669855713,0.7579880270436624,0.329794184037229]","[[0.9999999999999999,-0.5981483435095961,0.7919361394131976],[-0.598148343509596,1.0,-0.5095784421795887],[0.7919361394131976,-0.5095784421795886,1.0]]",False,0.09999999999999999,False,True,False
p046,p046_neutral_front,left_cheek,s,5.635256274429144e-19,0.23330830801513489,"[[0.0,0.15750000000000003]]",0.15750000000000003,0.15750000000000003,"[[0.0,0.08]]","[[0.0,0.26]]",True,"[18.536435669855713,0.7579880270436624,0.329794184037229]","[[0.9999999999999999,-0.5981483435095961,0.7919361394131976],[-0.598148343509596,1.0,-0.5095784421795887],[0.7919361394131976,-0.5095784421795886,1.0]]",False,0.09999999999999999,False,True,False
p046,p046_neutral_front,right_cheek,f_mel,0.09092588153399223,0.3141765208510634,"[[0.0833125,0.09889999999999999]]",0.01558749999999999,0.01558749999999999,"[[0.08600000000000001,0.0946]]","[[0.0817,0.10104999999999999]]",False,"[17.285556975914506,0.7162921238071708,0.30094970070303106]","[[0.9999999999999998,-0.5771352297824055,0.7670235088610625],[-0.5771352297824054,1.0,-0.5675591051782513],[0.7670235088610626,-0.5675591051782513,0.9999999999999999]]",False,0.09999999999999999,False,True,False
p046,p046_neutral_front,right_cheek,f_blood,0.09999999999999999,0.3141765208510634,"[[0.09300000000000001,0.1]]",0.006999999999999992,0.006999999999999992,"[[0.098,0.1]]","[[0.08800000000000001,0.1]]",True,"[17.285556975914506,0.7162921238071708,0.30094970070303106]","[[0.9999999999999998,-0.5771352297824055,0.7670235088610625],[-0.5771352297824054,1.0,-0.5675591051782513],[0.7670235088610626,-0.5675591051782513,0.9999999999999999]]",False,0.09999999999999999,False,True,False
p046,p046_neutral_front,right_cheek,s,6.0244581611250304e-21,0.3141765208510633,"[[0.0,0.10500000000000001]]",0.10500000000000001,0.10500000000000001,"[[0.0,0.04]]","[[0.0,0.2]]",True,"[17.285556975914506,0.7162921238071708,0.30094970070303106]","[[0.9999999999999998,-0.5771352297824055,0.7670235088610625],[-0.5771352297824054,1.0,-0.5675591051782513],[0.7670235088610626,-0.5675591051782513,0.9999999999999999]]",False,0.09999999999999999,False,True,False
p047,p047_neutral_front,left_cheek,f_mel,0.04743126277728674,0.16942909557014416,"[[0.0424625,0.052137499999999996]]",0.009674999999999996,0.009674999999999996,"[[0.04743126277728674,0.04743126277728674]]","[[0.04085,0.05375]]",False,"[20.752483142012643,0.8315795813478656,0.4020441474480468]","[[0.9999999999999999,-0.5255400370526839,0.7821470585006992],[-0.5255400370526838,1.0,-0.3201602422318403],[0.7821470585006991,-0.3201602422318403,1.0]]",False,0.09999999999999999,False,True,False
p047,p047_neutral_front,left_cheek,f_blood,0.09999999999999999,0.16942909557014413,"[[0.086875,0.1]]",0.013125000000000012,0.013125000000000012,"[[0.09400000000000001,0.1]]","[[0.07600000000000001,0.1]]",True,"[20.752483142012643,0.8315795813478656,0.4020441474480468]","[[0.9999999999999999,-0.5255400370526839,0.7821470585006992],[-0.5255400370526838,1.0,-0.3201602422318403],[0.7821470585006991,-0.3201602422318403,1.0]]",False,0.09999999999999999,False,False,False
p047,p047_neutral_front,left_cheek,s,0.2191997636179305,0.16942909557014416,"[[0.0,0.5]]",0.5,0.5,"[[0.02,0.42]]","[[0.0,0.6]]",False,"[20.752483142012643,0.8315795813478656,0.4020441474480468]","[[0.9999999999999999,-0.5255400370526839,0.7821470585006992],[-0.5255400370526838,1.0,-0.3201602422318403],[0.7821470585006991,-0.3201602422318403,1.0]]",False,0.09999999999999999,False,False,False
